,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
6036,0.591,0.73,2,-6.656,1,0.0319,0.0098,0.002,0.115,0.791,166.04,audio_features,0SKmU6qOXKUdHuZsiSqpcn,spotify:track:0SKmU6qOXKUdHuZsiSqpcn,https://api.spotify.com/v1/tracks/0SKmU6qOXKUdHuZsiSqpcn,https://api.spotify.com/v1/audio-analysis/0SKmU6qOXKUdHuZsiSqpcn,208942,4
6037,0.472,0.512,6,-5.261,1,0.0285,0.693,1.06e-06,0.259,0.406,101.391,audio_features,19fuc8JoaMoK5dNpKNTwVu,spotify:track:19fuc8JoaMoK5dNpKNTwVu,https://api.spotify.com/v1/tracks/19fuc8JoaMoK5dNpKNTwVu,https://api.spotify.com/v1/audio-analysis/19fuc8JoaMoK5dNpKNTwVu,227573,4
6038,0.3,0.468,7,-7.126,1,0.0331,0.211,0.0,0.174,0.228,133.555,audio_features,7AhVjOemVKsEiLSXvo9PHU,spotify:track:7AhVjOemVKsEiLSXvo9PHU,https://api.spotify.com/v1/tracks/7AhVjOemVKsEiLSXvo9PHU,https://api.spotify.com/v1/audio-analysis/7AhVjOemVKsEiLSXvo9PHU,260960,3
6039,0.595,0.64,0,-6.334,1,0.029,0.0135,0.00622,0.215,0.434,124.917,audio_features,7u16KXOttsLNh7U8FQx2G1,spotify:track:7u16KXOttsLNh7U8FQx2G1,https://api.spotify.com/v1/tracks/7u16KXOttsLNh7U8FQx2G1,https://api.spotify.com/v1/audio-analysis/7u16KXOttsLNh7U8FQx2G1,270618,4
6040,0.575,0.443,7,-8.052,1,0.0292,0.18,3.47e-06,0.125,0.355,78.788,audio_features,1MLcWGkyKGra0HnG0i25Ao,spotify:track:1MLcWGkyKGra0HnG0i25Ao,https://api.spotify.com/v1/tracks/1MLcWGkyKGra0HnG0i25Ao,https://api.spotify.com/v1/audio-analysis/1MLcWGkyKGra0HnG0i25Ao,209279,1
6041,0.334,0.661,2,-7.526,1,0.144,0.303,0.0166,0.0567,0.856,170.185,audio_features,1l9LGKMWlwXrPOYFPiTugJ,spotify:track:1l9LGKMWlwXrPOYFPiTugJ,https://api.spotify.com/v1/tracks/1l9LGKMWlwXrPOYFPiTugJ,https://api.spotify.com/v1/audio-analysis/1l9LGKMWlwXrPOYFPiTugJ,215608,4
6042,0.457,0.801,7,-5.244,1,0.029,0.0438,0.00858,0.156,0.409,173.984,audio_features,5411Wbb2RgcMhtyeADXWEF,spotify:track:5411Wbb2RgcMhtyeADXWEF,https://api.spotify.com/v1/tracks/5411Wbb2RgcMhtyeADXWEF,https://api.spotify.com/v1/audio-analysis/5411Wbb2RgcMhtyeADXWEF,216629,4
6043,0.429,0.462,1,-9.49,1,0.0337,0.144,0.00984,0.107,0.311,187.741,audio_features,1r9Cm8AyWoH4PmkyG6sPXP,spotify:track:1r9Cm8AyWoH4PmkyG6sPXP,https://api.spotify.com/v1/tracks/1r9Cm8AyWoH4PmkyG6sPXP,https://api.spotify.com/v1/audio-analysis/1r9Cm8AyWoH4PmkyG6sPXP,291600,4
6044,0.597,0.782,8,-5.431,1,0.0411,0.0979,0.000119,0.24,0.596,115.037,audio_features,2AZGbrndAyOFqIjs0dGoL6,spotify:track:2AZGbrndAyOFqIjs0dGoL6,https://api.spotify.com/v1/tracks/2AZGbrndAyOFqIjs0dGoL6,https://api.spotify.com/v1/audio-analysis/2AZGbrndAyOFqIjs0dGoL6,236865,4
6045,0.41,0.751,7,-4.452,1,0.0397,0.106,1.19e-05,0.318,0.566,145.873,audio_features,27ZePBIuQwaBQ1PgqwdL8t,spotify:track:27ZePBIuQwaBQ1PgqwdL8t,https://api.spotify.com/v1/tracks/27ZePBIuQwaBQ1PgqwdL8t,https://api.spotify.com/v1/audio-analysis/27ZePBIuQwaBQ1PgqwdL8t,252981,4
6046,0.594,0.382,7,-5.432,1,0.0292,0.416,0.0,0.117,0.223,110.237,audio_features,7lNmcW2wW6ciV9Rhh8YOMe,spotify:track:7lNmcW2wW6ciV9Rhh8YOMe,https://api.spotify.com/v1/tracks/7lNmcW2wW6ciV9Rhh8YOMe,https://api.spotify.com/v1/audio-analysis/7lNmcW2wW6ciV9Rhh8YOMe,254258,4
6047,0.531,0.752,3,-5.199,1,0.0265,0.21,0.036,0.106,0.677,109.54,audio_features,01eVEqO0S7ktYP2rSmV94P,spotify:track:01eVEqO0S7ktYP2rSmV94P,https://api.spotify.com/v1/tracks/01eVEqO0S7ktYP2rSmV94P,https://api.spotify.com/v1/audio-analysis/01eVEqO0S7ktYP2rSmV94P,282293,4
6048,0.639,0.388,2,-10.798,1,0.0287,0.0861,1.39e-05,0.108,0.434,93.847,audio_features,7rr2MisgPp9gRn1ydcwpe7,spotify:track:7rr2MisgPp9gRn1ydcwpe7,https://api.spotify.com/v1/tracks/7rr2MisgPp9gRn1ydcwpe7,https://api.spotify.com/v1/audio-analysis/7rr2MisgPp9gRn1ydcwpe7,188610,4
6049,0.56,0.607,0,-5.031,1,0.0311,0.29,2.43e-05,0.114,0.467,85.917,audio_features,2kIVaHR9iEO8Ai2m4fFiB6,spotify:track:2kIVaHR9iEO8Ai2m4fFiB6,https://api.spotify.com/v1/tracks/2kIVaHR9iEO8Ai2m4fFiB6,https://api.spotify.com/v1/audio-analysis/2kIVaHR9iEO8Ai2m4fFiB6,222680,4
6050,0.566,0.662,5,-5.623,1,0.0256,0.235,2.18e-05,0.091,0.484,92.554,audio_features,1KiOU4CV744ifyal32xXP6,spotify:track:1KiOU4CV744ifyal32xXP6,https://api.spotify.com/v1/tracks/1KiOU4CV744ifyal32xXP6,https://api.spotify.com/v1/audio-analysis/1KiOU4CV744ifyal32xXP6,224904,4
6051,0.415,0.705,9,-6.152,1,0.0286,0.00232,0.0914,0.145,0.529,178.002,audio_features,1c2meJL1RaGILGSw9Lnj0P,spotify:track:1c2meJL1RaGILGSw9Lnj0P,https://api.spotify.com/v1/tracks/1c2meJL1RaGILGSw9Lnj0P,https://api.spotify.com/v1/audio-analysis/1c2meJL1RaGILGSw9Lnj0P,332307,4
6052,0.604,0.582,0,-4.735,1,0.0276,0.0293,0.0108,0.42,0.375,120.951,audio_features,2pEZB5Kspa0V28uIZUG46U,spotify:track:2pEZB5Kspa0V28uIZUG46U,https://api.spotify.com/v1/tracks/2pEZB5Kspa0V28uIZUG46U,https://api.spotify.com/v1/audio-analysis/2pEZB5Kspa0V28uIZUG46U,171307,3
6053,0.622,0.749,9,-10.201,1,0.0301,0.178,0.603,0.111,0.78,145.018,audio_features,0NBKvnJAAG865ENj9bOhvD,spotify:track:0NBKvnJAAG865ENj9bOhvD,https://api.spotify.com/v1/tracks/0NBKvnJAAG865ENj9bOhvD,https://api.spotify.com/v1/audio-analysis/0NBKvnJAAG865ENj9bOhvD,286120,4
6054,0.571,0.57,9,-14.091,1,0.047,0.113,0.00244,0.066,0.814,168.943,audio_features,0ijdFzcMMkyr5FP73daA0Q,spotify:track:0ijdFzcMMkyr5FP73daA0Q,https://api.spotify.com/v1/tracks/0ijdFzcMMkyr5FP73daA0Q,https://api.spotify.com/v1/audio-analysis/0ijdFzcMMkyr5FP73daA0Q,196200,4
6055,0.529,0.89,0,-6.104,0,0.0388,0.0185,0.00112,0.341,0.875,96.731,audio_features,0oTGa77jJ1H5joTG5SvxFj,spotify:track:0oTGa77jJ1H5joTG5SvxFj,https://api.spotify.com/v1/tracks/0oTGa77jJ1H5joTG5SvxFj,https://api.spotify.com/v1/audio-analysis/0oTGa77jJ1H5joTG5SvxFj,176067,4
6056,0.52,0.901,1,-4.003,1,0.0654,0.0186,4.89e-06,0.198,0.591,148.075,audio_features,3wnrKK7mvADKAyX23SI01F,spotify:track:3wnrKK7mvADKAyX23SI01F,https://api.spotify.com/v1/tracks/3wnrKK7mvADKAyX23SI01F,https://api.spotify.com/v1/audio-analysis/3wnrKK7mvADKAyX23SI01F,193853,4
6057,0.485,0.883,5,-4.906,1,0.0403,0.00177,6.38e-06,0.37,0.604,129.021,audio_features,2L34x2yCo1PUqTxNL1Nl67,spotify:track:2L34x2yCo1PUqTxNL1Nl67,https://api.spotify.com/v1/tracks/2L34x2yCo1PUqTxNL1Nl67,https://api.spotify.com/v1/audio-analysis/2L34x2yCo1PUqTxNL1Nl67,188400,4
6058,0.653,0.398,8,-9.519,1,0.0284,0.64,0.000142,0.0944,0.438,133.037,audio_features,37J6sYIBny0g0YJi88FPnc,spotify:track:37J6sYIBny0g0YJi88FPnc,https://api.spotify.com/v1/tracks/37J6sYIBny0g0YJi88FPnc,https://api.spotify.com/v1/audio-analysis/37J6sYIBny0g0YJi88FPnc,168065,4
6059,0.5,0.834,8,-4.124,1,0.0335,0.054,0.0,0.0786,0.348,85.981,audio_features,14bk3wzV22GaMBx52kQXEd,spotify:track:14bk3wzV22GaMBx52kQXEd,https://api.spotify.com/v1/tracks/14bk3wzV22GaMBx52kQXEd,https://api.spotify.com/v1/audio-analysis/14bk3wzV22GaMBx52kQXEd,266059,4
6060,0.624,0.474,3,-6.704,1,0.0412,0.652,0.000106,0.107,0.272,84.053,audio_features,2w7MGuFvgpc7UXSf0ZLLC0,spotify:track:2w7MGuFvgpc7UXSf0ZLLC0,https://api.spotify.com/v1/tracks/2w7MGuFvgpc7UXSf0ZLLC0,https://api.spotify.com/v1/audio-analysis/2w7MGuFvgpc7UXSf0ZLLC0,240840,4
6061,0.727,0.436,11,-9.145,0,0.0767,0.368,1.18e-05,0.113,0.59,127.892,audio_features,40FSPpFK3mhTjJvPE3wygi,spotify:track:40FSPpFK3mhTjJvPE3wygi,https://api.spotify.com/v1/tracks/40FSPpFK3mhTjJvPE3wygi,https://api.spotify.com/v1/audio-analysis/40FSPpFK3mhTjJvPE3wygi,251476,4
6062,0.509,0.18,2,-14.035,1,0.0313,0.911,0.00021,0.248,0.239,133.777,audio_features,0KVeQWIL6r8ALPy6Lxjlx6,spotify:track:0KVeQWIL6r8ALPy6Lxjlx6,https://api.spotify.com/v1/tracks/0KVeQWIL6r8ALPy6Lxjlx6,https://api.spotify.com/v1/audio-analysis/0KVeQWIL6r8ALPy6Lxjlx6,252347,4
6063,0.551,0.451,11,-10.683,1,0.03,0.27,0.259,0.117,0.19,91.962,audio_features,2mDdkeVuUsyIepwzLCxuu6,spotify:track:2mDdkeVuUsyIepwzLCxuu6,https://api.spotify.com/v1/tracks/2mDdkeVuUsyIepwzLCxuu6,https://api.spotify.com/v1/audio-analysis/2mDdkeVuUsyIepwzLCxuu6,249920,4
6064,0.546,0.47,4,-7.706,1,0.0285,0.814,0.0,0.132,0.652,141.834,audio_features,7JMZ6bCzD1nENedrV3njJi,spotify:track:7JMZ6bCzD1nENedrV3njJi,https://api.spotify.com/v1/tracks/7JMZ6bCzD1nENedrV3njJi,https://api.spotify.com/v1/audio-analysis/7JMZ6bCzD1nENedrV3njJi,212251,4
6065,0.382,0.742,9,-4.857,1,0.074,0.15,0.0,0.173,0.691,207.54,audio_features,6tVvfvsV7aIhTwKGy6c9R7,spotify:track:6tVvfvsV7aIhTwKGy6c9R7,https://api.spotify.com/v1/tracks/6tVvfvsV7aIhTwKGy6c9R7,https://api.spotify.com/v1/audio-analysis/6tVvfvsV7aIhTwKGy6c9R7,190619,4
6066,0.62,0.107,7,-11.386,1,0.0437,0.585,0.0,0.119,0.412,105.558,audio_features,6TQzLEc2mFHyZ4eYXu50ma,spotify:track:6TQzLEc2mFHyZ4eYXu50ma,https://api.spotify.com/v1/tracks/6TQzLEc2mFHyZ4eYXu50ma,https://api.spotify.com/v1/audio-analysis/6TQzLEc2mFHyZ4eYXu50ma,163627,4
6067,0.518,0.593,4,-7.19,1,0.0265,0.208,1.13e-05,0.102,0.396,137.95,audio_features,2FppkjDbrBZE8AxsJGcWho,spotify:track:2FppkjDbrBZE8AxsJGcWho,https://api.spotify.com/v1/tracks/2FppkjDbrBZE8AxsJGcWho,https://api.spotify.com/v1/audio-analysis/2FppkjDbrBZE8AxsJGcWho,228067,4
6068,0.628,0.485,2,-9.904,1,0.0299,0.116,0.00782,0.195,0.628,94.002,audio_features,3REizsPkpELxQkvl9EZNiE,spotify:track:3REizsPkpELxQkvl9EZNiE,https://api.spotify.com/v1/tracks/3REizsPkpELxQkvl9EZNiE,https://api.spotify.com/v1/audio-analysis/3REizsPkpELxQkvl9EZNiE,171480,4
6069,0.607,0.73,7,-7.119,1,0.0256,0.0391,2.02e-05,0.0856,0.563,130.074,audio_features,6rYnkkiwRDrJlNnkV1jc0R,spotify:track:6rYnkkiwRDrJlNnkV1jc0R,https://api.spotify.com/v1/tracks/6rYnkkiwRDrJlNnkV1jc0R,https://api.spotify.com/v1/audio-analysis/6rYnkkiwRDrJlNnkV1jc0R,254402,4
6070,0.601,0.475,8,-7.844,1,0.0444,0.253,2.92e-06,0.192,0.625,143.293,audio_features,0s0ExKwCRYPLZVw8qkGvbv,spotify:track:0s0ExKwCRYPLZVw8qkGvbv,https://api.spotify.com/v1/tracks/0s0ExKwCRYPLZVw8qkGvbv,https://api.spotify.com/v1/audio-analysis/0s0ExKwCRYPLZVw8qkGvbv,191507,4
6071,0.453,0.304,10,-8.834,1,0.0291,0.676,0.0,0.0976,0.342,70.123,audio_features,40A0f4gSfEgUtIxdrngA9c,spotify:track:40A0f4gSfEgUtIxdrngA9c,https://api.spotify.com/v1/tracks/40A0f4gSfEgUtIxdrngA9c,https://api.spotify.com/v1/audio-analysis/40A0f4gSfEgUtIxdrngA9c,181643,4
6072,0.434,0.307,2,-9.578,1,0.0394,0.756,2.37e-05,0.0903,0.519,186.491,audio_features,03oJ08eFsEOll82tHJNAY3,spotify:track:03oJ08eFsEOll82tHJNAY3,https://api.spotify.com/v1/tracks/03oJ08eFsEOll82tHJNAY3,https://api.spotify.com/v1/audio-analysis/03oJ08eFsEOll82tHJNAY3,198800,3
6073,0.396,0.278,8,-9.526,1,0.05,0.796,6.92e-06,0.115,0.155,169.93,audio_features,78HpdJlNoppURkMmE0dogS,spotify:track:78HpdJlNoppURkMmE0dogS,https://api.spotify.com/v1/tracks/78HpdJlNoppURkMmE0dogS,https://api.spotify.com/v1/audio-analysis/78HpdJlNoppURkMmE0dogS,228077,3
6074,0.455,0.711,9,-7.701,1,0.0347,0.122,0.00941,0.094,0.168,128.77,audio_features,7EYcaTSpXviHo3VVOPxbT4,spotify:track:7EYcaTSpXviHo3VVOPxbT4,https://api.spotify.com/v1/tracks/7EYcaTSpXviHo3VVOPxbT4,https://api.spotify.com/v1/audio-analysis/7EYcaTSpXviHo3VVOPxbT4,238543,4
6075,0.605,0.743,6,-8.099,0,0.0322,0.0581,0.00141,0.111,0.563,100.601,audio_features,7ACy8muxyMV2T72wNVDk3k,spotify:track:7ACy8muxyMV2T72wNVDk3k,https://api.spotify.com/v1/tracks/7ACy8muxyMV2T72wNVDk3k,https://api.spotify.com/v1/audio-analysis/7ACy8muxyMV2T72wNVDk3k,191920,4
6076,0.55,0.399,2,-9.09,1,0.028,0.621,4.51e-06,0.136,0.36,120.498,audio_features,0NJylzU3Z26jhexTWrd9E3,spotify:track:0NJylzU3Z26jhexTWrd9E3,https://api.spotify.com/v1/tracks/0NJylzU3Z26jhexTWrd9E3,https://api.spotify.com/v1/audio-analysis/0NJylzU3Z26jhexTWrd9E3,271373,4
6077,0.581,0.647,1,-5.592,1,0.028,0.0198,0.0,0.183,0.419,146.037,audio_features,1SniaPt656Q2RJFOh5QBPK,spotify:track:1SniaPt656Q2RJFOh5QBPK,https://api.spotify.com/v1/tracks/1SniaPt656Q2RJFOh5QBPK,https://api.spotify.com/v1/audio-analysis/1SniaPt656Q2RJFOh5QBPK,211518,4
6078,0.613,0.309,7,-10.077,1,0.0387,0.324,3.62e-05,0.29,0.386,120.202,audio_features,2HKTn21q37EC4EibvaoEzg,spotify:track:2HKTn21q37EC4EibvaoEzg,https://api.spotify.com/v1/tracks/2HKTn21q37EC4EibvaoEzg,https://api.spotify.com/v1/audio-analysis/2HKTn21q37EC4EibvaoEzg,273293,3
6079,0.36,0.596,7,-6.48,1,0.0375,0.465,0.000225,0.119,0.472,100.965,audio_features,5PRvOCRtSq7bivvDlykZ2D,spotify:track:5PRvOCRtSq7bivvDlykZ2D,https://api.spotify.com/v1/tracks/5PRvOCRtSq7bivvDlykZ2D,https://api.spotify.com/v1/audio-analysis/5PRvOCRtSq7bivvDlykZ2D,228432,3
6080,0.577,0.559,7,-5.847,1,0.0361,0.449,0.0,0.31,0.653,134.687,audio_features,1ViNv171bw5aC5rcD9MC4M,spotify:track:1ViNv171bw5aC5rcD9MC4M,https://api.spotify.com/v1/tracks/1ViNv171bw5aC5rcD9MC4M,https://api.spotify.com/v1/audio-analysis/1ViNv171bw5aC5rcD9MC4M,256053,4
6081,0.693,0.749,7,-4.821,1,0.0361,0.0599,0.0,0.346,0.521,109.749,audio_features,7jAw05wdvqQhKDtKnFOH93,spotify:track:7jAw05wdvqQhKDtKnFOH93,https://api.spotify.com/v1/tracks/7jAw05wdvqQhKDtKnFOH93,https://api.spotify.com/v1/audio-analysis/7jAw05wdvqQhKDtKnFOH93,192471,4
6082,0.314,0.731,5,-5.528,1,0.0481,0.392,0.0,0.198,0.865,170.195,audio_features,1NrpMKByuTCn9Bck5mdqOm,spotify:track:1NrpMKByuTCn9Bck5mdqOm,https://api.spotify.com/v1/tracks/1NrpMKByuTCn9Bck5mdqOm,https://api.spotify.com/v1/audio-analysis/1NrpMKByuTCn9Bck5mdqOm,191777,3
6083,0.388,0.453,2,-5.643,1,0.0253,0.323,0.000427,0.217,0.294,138.115,audio_features,2phdhdIaCUVJgxuRVP2N18,spotify:track:2phdhdIaCUVJgxuRVP2N18,https://api.spotify.com/v1/tracks/2phdhdIaCUVJgxuRVP2N18,https://api.spotify.com/v1/audio-analysis/2phdhdIaCUVJgxuRVP2N18,372160,4
6084,0.536,0.672,4,-6.361,1,0.0268,0.7,0.0584,0.309,0.49,86.795,audio_features,5FBjLI91XAAfkJIObf6lvV,spotify:track:5FBjLI91XAAfkJIObf6lvV,https://api.spotify.com/v1/tracks/5FBjLI91XAAfkJIObf6lvV,https://api.spotify.com/v1/audio-analysis/5FBjLI91XAAfkJIObf6lvV,209827,4
6085,0.529,0.562,7,-9.344,1,0.0301,0.322,0.000806,0.0863,0.488,105.257,audio_features,4ofZpP3iFaQ1GRtxOPbySO,spotify:track:4ofZpP3iFaQ1GRtxOPbySO,https://api.spotify.com/v1/tracks/4ofZpP3iFaQ1GRtxOPbySO,https://api.spotify.com/v1/audio-analysis/4ofZpP3iFaQ1GRtxOPbySO,180135,4
6086,0.602,0.475,2,-10.29,1,0.0279,0.0635,0.00184,0.0918,0.595,119.991,audio_features,0ewKJ6eM0Z761OissISTW7,spotify:track:0ewKJ6eM0Z761OissISTW7,https://api.spotify.com/v1/tracks/0ewKJ6eM0Z761OissISTW7,https://api.spotify.com/v1/audio-analysis/0ewKJ6eM0Z761OissISTW7,161733,4
6087,0.502,0.698,4,-7.57,1,0.0382,0.166,0.000107,0.094,0.298,140.084,audio_features,6j92VOeYfbdPHAfKLiDYRz,spotify:track:6j92VOeYfbdPHAfKLiDYRz,https://api.spotify.com/v1/tracks/6j92VOeYfbdPHAfKLiDYRz,https://api.spotify.com/v1/audio-analysis/6j92VOeYfbdPHAfKLiDYRz,195387,4
6088,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,4iy69rTUn8cAY8Q8q9vfOw,spotify:track:4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/tracks/4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/audio-analysis/4iy69rTUn8cAY8Q8q9vfOw,167760,4
6089,0.497,0.657,0,-7.021,0,0.0335,0.394,0.0019,0.349,0.511,143.612,audio_features,3g8UrwhapPBLVUU6WX6MH0,spotify:track:3g8UrwhapPBLVUU6WX6MH0,https://api.spotify.com/v1/tracks/3g8UrwhapPBLVUU6WX6MH0,https://api.spotify.com/v1/audio-analysis/3g8UrwhapPBLVUU6WX6MH0,258685,4
6090,0.636,0.866,4,-5.796,1,0.0553,0.243,5.42e-06,0.371,0.963,85.004,audio_features,3YaycOQk7PoQpl7YdvmWdX,spotify:track:3YaycOQk7PoQpl7YdvmWdX,https://api.spotify.com/v1/tracks/3YaycOQk7PoQpl7YdvmWdX,https://api.spotify.com/v1/audio-analysis/3YaycOQk7PoQpl7YdvmWdX,191360,4
6091,0.715,0.665,6,-5.486,1,0.0383,0.3,0.0,0.123,0.597,109.018,audio_features,2v08cjj3Th8RpfJgluECcj,spotify:track:2v08cjj3Th8RpfJgluECcj,https://api.spotify.com/v1/tracks/2v08cjj3Th8RpfJgluECcj,https://api.spotify.com/v1/audio-analysis/2v08cjj3Th8RpfJgluECcj,168733,4
6092,0.643,0.756,6,-5.8,0,0.0305,0.0215,0.000268,0.101,0.934,90.001,audio_features,53bZYxVbCYm6w1Gx8U64bz,spotify:track:53bZYxVbCYm6w1Gx8U64bz,https://api.spotify.com/v1/tracks/53bZYxVbCYm6w1Gx8U64bz,https://api.spotify.com/v1/audio-analysis/53bZYxVbCYm6w1Gx8U64bz,197453,4
6093,0.514,0.685,10,-7.27,1,0.0307,0.0356,9.73e-06,0.157,0.393,85.017,audio_features,76XWHO6yy7a097yBT7DXVm,spotify:track:76XWHO6yy7a097yBT7DXVm,https://api.spotify.com/v1/tracks/76XWHO6yy7a097yBT7DXVm,https://api.spotify.com/v1/audio-analysis/76XWHO6yy7a097yBT7DXVm,205627,4
6094,0.632,0.673,3,-6.525,1,0.0418,0.0476,2.69e-05,0.107,0.623,88.99,audio_features,6bXgRLGmrRCnue9R6MI1gF,spotify:track:6bXgRLGmrRCnue9R6MI1gF,https://api.spotify.com/v1/tracks/6bXgRLGmrRCnue9R6MI1gF,https://api.spotify.com/v1/audio-analysis/6bXgRLGmrRCnue9R6MI1gF,273538,4
6095,0.671,0.755,2,-5.274,1,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,audio_features,7rS87NoPWbAkVURdVFbGH9,spotify:track:7rS87NoPWbAkVURdVFbGH9,https://api.spotify.com/v1/tracks/7rS87NoPWbAkVURdVFbGH9,https://api.spotify.com/v1/audio-analysis/7rS87NoPWbAkVURdVFbGH9,244373,4
6096,0.611,0.555,6,-6.372,0,0.0274,0.0952,0.0,0.11,0.413,88.969,audio_features,0pMfPzdRiPAoSM9yWF4OcT,spotify:track:0pMfPzdRiPAoSM9yWF4OcT,https://api.spotify.com/v1/tracks/0pMfPzdRiPAoSM9yWF4OcT,https://api.spotify.com/v1/audio-analysis/0pMfPzdRiPAoSM9yWF4OcT,198453,4
6097,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,audio_features,3K07bGe8iljQ3mOKArHLDo,spotify:track:3K07bGe8iljQ3mOKArHLDo,https://api.spotify.com/v1/tracks/3K07bGe8iljQ3mOKArHLDo,https://api.spotify.com/v1/audio-analysis/3K07bGe8iljQ3mOKArHLDo,240413,4
6098,0.708,0.731,7,-6.648,1,0.0349,0.566,1.31e-05,0.0783,0.707,101.989,audio_features,2gyP7VG0hXZZcvqeB7iCjX,spotify:track:2gyP7VG0hXZZcvqeB7iCjX,https://api.spotify.com/v1/tracks/2gyP7VG0hXZZcvqeB7iCjX,https://api.spotify.com/v1/audio-analysis/2gyP7VG0hXZZcvqeB7iCjX,166902,4
6099,0.772,0.585,8,-7.04,1,0.0552,0.0638,0.0,0.0951,0.757,154.056,audio_features,1zU19VzTdp3yPm2ZiQcdLK,spotify:track:1zU19VzTdp3yPm2ZiQcdLK,https://api.spotify.com/v1/tracks/1zU19VzTdp3yPm2ZiQcdLK,https://api.spotify.com/v1/audio-analysis/1zU19VzTdp3yPm2ZiQcdLK,171147,4
6100,0.841,0.535,9,-9.077,1,0.0384,0.472,1.7e-05,0.104,0.559,115.019,audio_features,7q7u29pflLyGokbGrVuq1d,spotify:track:7q7u29pflLyGokbGrVuq1d,https://api.spotify.com/v1/tracks/7q7u29pflLyGokbGrVuq1d,https://api.spotify.com/v1/audio-analysis/7q7u29pflLyGokbGrVuq1d,175667,4
6101,0.639,0.493,2,-12.359,1,0.0327,0.0131,6.85e-05,0.126,0.905,124.88,audio_features,4VJHw4VLJTx4IC0xFQz7Gh,spotify:track:4VJHw4VLJTx4IC0xFQz7Gh,https://api.spotify.com/v1/tracks/4VJHw4VLJTx4IC0xFQz7Gh,https://api.spotify.com/v1/audio-analysis/4VJHw4VLJTx4IC0xFQz7Gh,160507,4
6102,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,audio_features,1t2hJFgJyUPD2crOafMUEk,spotify:track:1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/tracks/1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/audio-analysis/1t2hJFgJyUPD2crOafMUEk,242840,4
6103,0.607,0.682,2,-6.334,1,0.0337,0.486,5.86e-05,0.0895,0.625,81.065,audio_features,2MMErb3hMq0etVtN3oKx0l,spotify:track:2MMErb3hMq0etVtN3oKx0l,https://api.spotify.com/v1/tracks/2MMErb3hMq0etVtN3oKx0l,https://api.spotify.com/v1/audio-analysis/2MMErb3hMq0etVtN3oKx0l,176640,4
6104,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.036,audio_features,7uEb5EauA2QnDcPQHYcxIF,spotify:track:7uEb5EauA2QnDcPQHYcxIF,https://api.spotify.com/v1/tracks/7uEb5EauA2QnDcPQHYcxIF,https://api.spotify.com/v1/audio-analysis/7uEb5EauA2QnDcPQHYcxIF,178813,4
6105,0.845,0.7,8,-6.025,1,0.0504,0.208,0.0,0.166,0.892,145.892,audio_features,273gNDaG3xT0ulMx4Vct6M,spotify:track:273gNDaG3xT0ulMx4Vct6M,https://api.spotify.com/v1/tracks/273gNDaG3xT0ulMx4Vct6M,https://api.spotify.com/v1/audio-analysis/273gNDaG3xT0ulMx4Vct6M,223307,4
6106,0.765,0.699,6,-6.987,1,0.0297,0.314,9.49e-06,0.0671,0.729,112.996,audio_features,4STrDx8vMkfhiatyjBOi5O,spotify:track:4STrDx8vMkfhiatyjBOi5O,https://api.spotify.com/v1/tracks/4STrDx8vMkfhiatyjBOi5O,https://api.spotify.com/v1/audio-analysis/4STrDx8vMkfhiatyjBOi5O,232320,4
6107,0.553,0.745,7,-4.303,1,0.0286,0.0586,0.0,0.175,0.74,141.852,audio_features,5FaouE0oUkLV2SQbDsBjGh,spotify:track:5FaouE0oUkLV2SQbDsBjGh,https://api.spotify.com/v1/tracks/5FaouE0oUkLV2SQbDsBjGh,https://api.spotify.com/v1/audio-analysis/5FaouE0oUkLV2SQbDsBjGh,190907,4
6108,0.552,0.729,0,-5.577,1,0.0259,0.0691,1.02e-05,0.158,0.764,108.017,audio_features,7f5z4IzFsYYhUyxBXbFXcr,spotify:track:7f5z4IzFsYYhUyxBXbFXcr,https://api.spotify.com/v1/tracks/7f5z4IzFsYYhUyxBXbFXcr,https://api.spotify.com/v1/audio-analysis/7f5z4IzFsYYhUyxBXbFXcr,236800,4
6109,0.825,0.387,0,-10.36,1,0.0364,0.756,0.000171,0.0866,0.794,126.067,audio_features,3UJZ4VcHfSWyrMky8vobzv,spotify:track:3UJZ4VcHfSWyrMky8vobzv,https://api.spotify.com/v1/tracks/3UJZ4VcHfSWyrMky8vobzv,https://api.spotify.com/v1/audio-analysis/3UJZ4VcHfSWyrMky8vobzv,204907,4
